,city,state,postal_code,latitude,longitude,review_count,is_open
26658,Glenside,PA,19038,40.1062084,-75.1470044,20,0
41983,Philadelphia,PA,19118,40.076318,-75.206295,250,1
47743,Edmonton,AB,T5T 5R5,53.5321431,-113.6171022,7,1
45543,Edmonton,AB,T5K 0N4,53.5407762985,-113.5244219,24,1
12419,Tucson,AZ,85713,32.2039079,-110.9651376,235,1
49680,Indianapolis,IN,46204,39.776536,-86.1466547,86,1
43860,Saint Louis,MO,63108,38.6338938,-90.2401515,6,1
8829,Philadelphia,PA,19104,39.9563712,-75.2061225,31,1
24132,Ewing,NJ,08638,40.2460599482,-74.7631324789,22,1
43249,Media,PA,19063,39.915848,-75.385089,24,1
28666,Tampa Bay,FL,33602,27.9432585,-82.4463322,36,1
15526,Edmonton,AB,T5P 4T2,53.548429,-113.614088,104,1
4903,Lindenwold,NJ,08021,39.816113,-74.981455,14,1
16791,Goleta,CA,93117,34.4359029,-119.8255196,52,1
27322,Indianapolis,IN,46220,39.868318,-86.097,165,0
13424,Bordentown,NJ,08505,40.1754793,-74.7012574,6,0
27028,Norristown,PA,19401,40.1334,-75.333626,43,0
24116,Reno,NV,89557,39.544733,-119.815961,32,0
20516,Indianapolis,IN,46220,39.8702559,-86.1432927,375,0
1549,Carpinteria,CA,93013,34.4068326,-119.5485827,885,1
16867,Philadelphia,PA,19148,39.9139657135,-75.157051912,71,1
46325,St. Petersburg,FL,33701,27.7592297,-82.6368528,5,0
37762,Fenton,MO,63026,38.5319739606,-90.4962864914,10,0
40207,Nashville,TN,37211,36.0468807849,-86.715089712,7,1
4468,Indianapolis,IN,46250,39.905844,-86.062016,77,1
10943,Clearwater,FL,33769,27.894406,-82.678847,13,0
37685,Stowe,PA,19464,40.2791514558,-75.6885028844,13,0
28372,Maple Shade,NJ,08052,39.9434648,-74.9824844,22,0
44054,New Orleans,LA,70117,29.9636904,-90.046948,34,1
30441,Palm Harbor,FL,34682,28.055327,-82.738339,104,0
46108,Philadelphia,PA,19154,40.0837641,-74.9656554,149,1
32699,Edmonton,AB,T5M 0H1,53.5511668,-113.5361046,10,0
32026,Philadelphia,PA,19125,39.9826256,-75.1205402,171,1
23937,St. Petersburg,FL,33711,27.7246002578,-82.6822218326,88,0
14994,Philadelphia,PA,19147,39.9364579957,-75.1569402963,19,1
26417,Dunedin,FL,34698,28.0191528027,-82.7747619152,6,0
51122,New Orleans,LA,70116,29.9635078196,-90.0507251946,80,1
45093,Philadelphia,PA,19107,39.9464996,-75.1617652,709,1
14089,Tampa,FL,33607,27.9652404764,-82.5126939571,640,1
29574,Edmonton,AB,T5T 0W5,53.528173,-113.687819,27,1
25950,New Orleans,LA,70130,29.9335594,-90.0700051,9,1
3878,Tampa,FL,33602,27.9488897391,-82.4589938298,78,0
9574,New Orleans,LA,70130,29.9342468696,-90.0729055707,10,1
51256,Mt Juliet,TN,37122,36.1658781,-86.5130284,56,1
8956,Tucson,AZ,85706,32.1277828,-110.8765265,49,1
11140,Palm Harbor,FL,34683,28.0736808,-82.7391088,5,0
36626,Philadelphia,PA,19145,39.9189705,-75.1837813,16,1
27916,Philadelphia,PA,19142,39.913708995,-75.2402606546,66,1
21095,Summerland,CA,93108,34.4191478,-119.5916215,49,0
5217,Blackwood,NJ,08012,39.7611607936,-75.0488978135,17,1
19845,Clearwater,FL,33767,27.956132,-82.829436,12,1
25218,Philadelphia,PA,19142,39.9251278,-75.2346314,5,1
11949,Nashville,TN,37203,36.1508765,-86.8007028,77,1
4762,Fishers,IN,46038,39.9925337048,-86.0032861368,14,1
47770,Philadelphia,PA,19147,39.9408795261,-75.1475532699,248,1
36213,Boise,ID,83714,43.6676620695,-116.2773093581,10,1
33167,Nashville,TN,37203,36.1602047078,-86.77973932,7,1
41311,Saint Louis,MO,63117,38.634405,-90.346039,24,0
40891,Santa Barbara,CA,93103,34.417139,-119.6758097,10,1
6014,Metairie,LA,70002,30.006428,-90.1598495,10,1
45404,Santa Barbara,CA,93101,34.4193444,-119.6961295,11,0
9808,Philadelphia,PA,19116,40.1011515,-75.0081239,224,1
39800,Philadelphia,PA,19121,39.9810059401,-75.157750994,25,1
8380,Indianapolis,IN,46204,39.7790994,-86.1556677,55,0
20886,Philadelphia,PA,19134,39.9944495,-75.0970217,16,1
9289,East Norriton,PA,19401,40.139217,-75.307978,31,0
39415,Indianapolis,IN,46227,39.6586902,-86.140333,126,1
35900,Saint Louis,MO,63111,38.5495383,-90.2609046,28,0
31266,Wesley Chapel,FL,33544,28.2392953,-82.3646527,31,1
43656,New Orleans,LA,70130,29.9559347,-90.0636824,370,0
29307,Philadelphia,PA,19104,39.955651,-75.182149,34,1
6115,Santa Barbara,CA,93101,34.4198503998,-119.699920719,77,0
5518,Tucson,AZ,85743,32.3585068,-111.0913559,45,1
4447,Saint Petersburg,FL,33705,27.771358,-82.6504963,196,1
43716,Philadelphia,PA,19130,39.968629,-75.176888,92,1
18856,Wyncote,PA,19095,40.0920500204,-75.1390620321,20,0
14806,Philadelphia,PA,19106,39.948506,-75.143475,318,0
30023,Meridian,ID,83642,43.5885332198,-116.3944957742,29,1
4430,Maryland Heights,MO,63043,38.7160969,-90.4433829,21,1
16286,Huntingdon Valley,PA,19006,40.1676312306,-75.0683964159,10,0
3389,Willow Grove,PA,19090,40.1592504909,-75.1335467398,35,1
22336,University City,MO,63130,38.6556286,-90.3054573,18,0
7329,Levittown,PA,19057,40.151252,-74.8582196,8,1
51077,Metairie,LA,70002,30.0144783,-90.1560454,71,1
17177,Indianapolis,IN,46227,39.6527197283,-86.1382083021,43,1
21357,Montecito,CA,93108,34.420988,-119.628561,189,1
5067,Tampa,FL,33613,28.08118,-82.42504,108,1
22834,Philadelphia,PA,19154,40.0924473,-74.9629444,18,0
47089,Tampa,FL,33612,28.0534969,-82.4308346,118,1
30593,Tucson,AZ,85719,32.2603755,-110.9426344,34,0
3884,Newtown,PA,18940,40.2311197,-74.9414274,12,1
25275,Saint Louis,MO,63130,38.6633982,-90.3134643,18,1
16040,Pleasant View,TN,37146,36.3982723996,-87.029529389,11,1
47007,Philadelphia,PA,19114,40.0784956,-75.0242694,14,0
18160,Saint Louis,MO,63117,38.6334604,-90.3191441,136,0
20170,Havertown,PA,19083,39.988586,-75.310492,154,0
49133,Pinellas Park,FL,33781,27.838832,-82.682946,24,1
46118,Boise,ID,83704,43.6187330171,-116.2582718,5,1
29978,Santa Barbara,CA,93101,34.4131435,-119.6900622,35,0
31398,Goleta,CA,93117,34.4132919,-119.855932,13,0
22560,Maplewood,MO,63143,38.6123702,-90.3239582,27,1
39610,Lumberton,NJ,08048,39.9826579,-74.7924488,8,1
47039,Tucson,AZ,85712,32.2371266,-110.85889,36,0
50632,Tampa,FL,33605,27.9601583,-82.442136,146,1
33391,St. Petersburg,FL,33701,27.771471,-82.63991,69,0
14958,Mount Holly,NJ,08060,39.9935309,-74.7884723,52,1
49724,Perkasie,PA,18944,40.4036910107,-75.2535118908,15,1
51694,New Orleans,LA,70115,29.918438,-90.107988,127,1
45017,Philadelphia,PA,19121,39.9792137,-75.1609908,145,1
35877,Reno,NV,89511,39.4526021534,-119.779103712,111,1
31738,Meridian,ID,83642,43.589934,-116.3616906,202,1
28735,Edmonton,AB,T5P 4W1,53.5396585773,-113.5785928201,11,0
27428,Nashville,TN,37214,36.1281167738,-86.6693483355,294,1
23508,Tampa,FL,33647,28.0982306,-82.3990062,278,1
20878,Saint Louis,MO,63141,38.6735381344,-90.4591464049,61,1
16049,Cherry Hill,NJ,08003,39.9036804,-74.967696,33,0
50844,Philadelphia,PA,19107,39.9565494,-75.1558606,215,1
9290,Edmonton,AB,T6X 2A1,53.4244832,-113.4441737,6,1
45233,Edmonton,AB,T5J 1M7,53.541255,-113.509875,146,1
34757,Palm Harbor,FL,34685,28.1028475786,-82.6935461,36,1
30110,Edmonton,AB,T5L 4Y8,53.6002656,-113.5420245,13,1
41603,Philadelphia,PA,19147,39.942855,-75.157207,241,1
14612,Burlington,NJ,08016,40.0845745,-74.8336472,11,1
2482,Oro Valley,AZ,85704,32.383344,-110.9637618,20,1
7777,Sun City Center,FL,33573,27.7143748,-82.3365418,20,1
36904,Lafayette Hill,PA,19444,40.0924136,-75.2610338,21,1
48991,Chesterfield,MO,63017,38.6814035788,-90.494846031,107,1
13163,Saint Petersburg,FL,33713,27.7712796,-82.680339,116,1
29279,Philadelphia,PA,19137,40.0089527,-75.0640806,25,1
28581,Saint Louis,MO,63143,38.613072,-90.319967,64,0
10857,Kenner,LA,70062,30.006931,-90.236169,22,1
24890,St. Pete Beach,FL,33706,27.7135104,-82.73814899999999,160,0
28068,Gloucester City,NJ,08030,39.884086,-75.10955,26,1
9083,Philadelphia,PA,19153,39.8809167118,-75.2373865962,40,1
33705,Saint Louis,MO,63129,38.4734054,-90.3050305,17,1
23920,Franklin,TN,37067,35.957124,-86.813537,9,0
35863,Gretna,LA,70056,29.8908078168,-90.0180053338,93,1
2513,Imperial,MO,63052,38.3712562,-90.3762024,5,0
30666,Nashville,TN,37209,36.1514171479,-86.8515016884,46,1
27841,Ewing Township,NJ,08618,40.268447,-74.777699,6,1
47252,Goodlettsville,TN,37072,36.3269911028,-86.7003546371,9,1
10375,Plainfield,IN,46168,39.71121,-86.377527,46,1
41049,Saint Louis,MO,63108,38.6333896,-90.237375,288,1
15617,Nolensville,TN,37135,35.9604666261,-86.6722550521,26,1
29965,Brownsburg,IN,46112,39.8560251,-86.414491,11,1
40888,Valley Park,MO,63088,38.5483401,-90.4927688,115,1
1223,New Orleans,LA,70130,29.9367378,-90.0776308,274,1
16193,Indianapolis,IN,46268,39.9112764718,-86.2208956167,17,1
15812,New Orleans,LA,70122,30.0269839,-90.0678313,8,1
27706,St. Charles,MO,63301,38.7777223,-90.4829207,66,0
16386,Wesley Chapel,FL,33545,28.219304,-82.247879,17,1
18753,Tampa,FL,33629,27.9198617217,-82.4995767182,35,0
9801,Philadelphia,PA,19134,39.9846346,-75.1133642,38,1
41846,Nashville,TN,37203,36.14608,-86.8093572,284,1
24323,Edmonton,AB,T5T 5T8,53.5336839,-113.6281393,19,0
9749,Willingboro,NJ,08046,40.0272444849,-74.908176139,8,1
45494,Indianapolis,IN,46260,39.9110348728,-86.1847656516,65,0
30302,Nashville,TN,37201,36.1621621,-86.7755905,16,1
33866,Clementon,NJ,08021,39.8058181,-74.9903705,7,1
16397,Tucson,AZ,85719,32.2323054363,-110.9516334906,23,1
19065,Nashville,TN,37212,36.137155,-86.801247,175,0
5106,Harahan,LA,70123,29.9363408,-90.2001262,97,1
41512,Brentwood,TN,37027,36.0299538,-86.789485,41,0
3019,Lansdale,PA,19446,40.2284697,-75.3142052,22,1
34558,Westmont,NJ,08108,39.911766,-75.0520513,15,1
42367,Philadelphia,PA,19102,39.947954,-75.165882,131,0
45512,Metairie,LA,70002,30.006353,-90.195672,5,0
7314,Monroe Township,NJ,08094,39.7157108,-75.0199016,7,0
2938,Tucson,AZ,85713,32.1784358,-110.9686162,53,1
6552,Saint Petersburg,FL,33716,27.8668583,-82.645064,180,1
36241,Kirkwood,MO,63122,38.5616571,-90.405413,20,1
12170,Philadelphia,PA,19107,39.9536411,-75.1609231,32,1
51592,Holiday,FL,34690,28.1864513435,-82.7398187667,16,1
23460,New Orleans,LA,70130,29.953447,-90.065177,705,1
19676,King of Prussia,PA,19406,40.088252,-75.389927,9,1
23048,Indianapolis,IN,46227,39.70945,-86.14213,77,1
21834,Verdi,NV,89439,39.5115289257,-119.9641866982,9,0
27122,Newark,DE,19713,39.6858761252,-75.6826103479,11,1
19923,Willow Grove,PA,19090,40.1401265,-75.1234566,11,1
35031,New Orleans,LA,70124,30.00396,-90.104003,51,1
47124,Tampa,FL,33619,27.9418406264,-82.3695538938,11,1
35671,Tampa,FL,33602,27.9501175026,-82.45749393,198,1
41287,Philadelphia,PA,19125,39.9787426,-75.1153371,11,1
43085,Indianapolis,IN,46220,39.8741737648,-86.145449014,65,0
33791,Philadelphia,PA,19106,39.9484906,-75.1444675,556,1
25815,St. Louis,MO,63131,38.632422,-90.4064495307,7,1
20167,Chesterfield,MO,63017,38.6156075,-90.539042,44,0
18005,Camden,NJ,08103,39.9438221104,-75.1173561375,13,1
48515,Edmonton,AB,T5P 4C3,53.5529854,-113.6118455,7,1
35885,Edmonton,AB,T6E 2A2,53.5181495,-113.4992915,67,1
21330,Hudson,FL,34667,28.3610831,-82.7076828,9,0
23016,Metairie,LA,70003,30.0061364068,-90.2264214,123,1
23209,Saint Louis,MO,63104,38.6138649,-90.215108,61,0
40015,Tampa,FL,33629,27.9230796,-82.5063595,30,1
16065,Santa Barbara,CA,93105,34.4398038551,-119.7283961644,233,1
39452,Madison,TN,37115,36.2554969788,-86.7161712646,60,1
20573,Indian Shores,FL,33785,27.8579796,-82.8465189,63,1
38764,Lebanon,TN,37090,36.1870618,-86.4092192,10,1
38570,Nashville,TN,37208,36.1752553,-86.7882461,22,0
4483,Nashville,TN,37201,36.16138,-86.777197,580,1
32292,Philadelphia,PA,19147,39.9299417,-75.1584946,66,1
46818,Cherry Hill,NJ,08002,39.9240882159,-75.0329612195,40,1
44859,Tampa,FL,33619,27.8949708,-82.3674503,24,0
46909,Edmonton,AB,T5R 3Z2,53.5178827546,-113.5661357947,18,1
14631,Indianapolis,IN,46202,39.7800004867,-86.1437594432,61,1
39913,New Hope,PA,18938,40.3608825,-74.949889,133,0
34863,Indianapolis,IN,46202,39.77549,-86.1577471,7,0
41025,Wilmington,DE,19810,39.829399,-75.5367226,26,0
51758,Pitman,NJ,08071,39.7316344,-75.1303653,15,1
36396,St Pete Beach,FL,33706,27.743776,-82.751421,273,1
16517,Nashville,TN,37209,36.1387533,-86.8797176,36,1
22769,Tucson,AZ,85719,32.2324330522,-110.9519149472,12,1
35269,New Orleans,LA,70119,29.9777685,-90.0771131,7,1
2671,Philadelphia,PA,19145,39.920544,-75.188066,32,1
21462,Philadelphia,PA,19107,39.952141,-75.158537,10,1
2897,South Pasadena,FL,33707,27.755415,-82.735603,480,1
8270,Edmonton,AB,T5G 3A6,53.5605987,-113.5081253,7,0
39219,Clearwater,FL,33756,27.9613505,-82.7873551,23,1
41059,Largo,FL,33770,27.9251269,-82.7880922,9,0
10458,Nashville,TN,37207,36.2063644,-86.7795134,32,1
37896,Nashville,TN,37217,36.10211,-86.657688,18,1
44482,Saint Charles,MO,63301,38.7876219,-90.4928726,6,0
38886,Doylestown,PA,18901,40.3091375,-75.1318487,78,1
8510,Tucson,AZ,85705,32.2885001,-110.9741348,21,1
22936,Odessa,FL,33556,28.1909790039,-82.6107711792,36,1
48147,Reno,NV,89509,39.505233,-119.816828,96,1
6038,Voorhees,NJ,08043,39.8531183,-74.9823555,130,1
20576,Philadelphia,PA,19148,39.9168348,-75.1701028491,19,0
17107,St. Louis,MO,63116,38.5771354,-90.2743562,117,0
20426,New Orleans,LA,70130,29.9581881,-90.0658539,480,1
4294,Harahan,LA,70123,29.9413778,-90.1878586,32,1
1480,Boise,ID,83706,43.5791529,-116.175362,27,0
35527,Philadelphia,PA,19134,39.992395,-75.0979696,11,1
26349,Saint Louis,MO,63122,38.575508,-90.407326,76,1
28656,Nashville,TN,37208,36.1699593,-86.7929811,31,1
48860,Philadelphia,PA,19136,40.0422411,-75.0251083,23,0
624,Philadelphia,PA,19106,39.9498192516,-75.1486551501,35,0
48960,Nashville,TN,37206,36.1885313,-86.7290353,255,1
51914,Seminole,FL,33772,27.8354643,-82.7866602,13,1
44958,Tampa,FL,33629,27.9278767,-82.5055632729,101,1
48340,Edmonton,AB,T5J 2Y7,53.5435001,-113.4945148,24,1
36794,Philadelphia,PA,19107,39.9471698,-75.1594545,38,0
8944,Lutz,FL,33549,28.1806096902,-82.4642080441,39,0
48144,Ardmore,PA,19003,40.008329,-75.2913377,56,0
17620,Springfield,TN,37172,36.4902563,-86.8780121,5,1
49220,St. Petersburg,FL,33713,27.7923968,-82.6667408,24,1
16694,Nashville,TN,37216,36.2003012,-86.7396926,72,1
21327,Nashville,TN,37211,36.0410287568,-86.7426252879,243,1
9140,Edmonton,AB,T6J 7A9,53.4716373,-113.4942875,16,0
52221,Philadelphia,PA,19123,39.9707196889,-75.1577516645,16,1
25879,Indianapolis,IN,46268,39.9122722,-86.2208526,24,1
20855,New Orleans,LA,70117,29.9638954732,-90.0516993467,19,0
31769,Cahokia,IL,62206,38.5545747033,-90.1676300168,7,1
27592,Santa Barbara,CA,93101,34.4221614,-119.698622,244,1
25584,New Orleans,LA,70115,29.9229387432,-90.0884851093,543,1
37254,Pottstown,PA,19464,40.2517595,-75.6596272,32,0
36064,Largo,FL,33771,27.916192,-82.7667797,19,1
22534,Philadelphia,PA,19103,39.9486521,-75.1741169,65,1
40892,Antioch,TN,37013,36.047925,-86.657244,23,0
23459,Clearwater,FL,33765,27.9677383,-82.7586375,23,1
38283,King Of Prussia,PA,19406,40.0943205329,-75.3607397648,24,1
11728,Largo,FL,33756,27.8910632,-82.8130867,6,0
41479,New Orleans,LA,70115,29.926067,-90.0940442,60,0
33697,Tampa,FL,33612,28.0540143,-82.4384325,114,1
46279,Pitman,NJ,08071,39.73303,-75.13123,9,1
41142,Philadelphia,PA,19102,39.95232,-75.166485,34,1
42497,Jefferson,LA,70121,29.9628361947,-90.1721858019,54,1
46612,New Orleans,LA,70115,29.91739,-90.096232,173,1
50998,King of Prussia,PA,19406,40.0903072,-75.3751478,22,0
35914,Edwardsville,IL,62025,38.8106073,-89.9530888,33,0
28027,New Orleans,LA,70115,29.9226351,-90.0911594,286,1
8403,Nashville,TN,37209,36.1524056873,-86.8363465,43,1
3900,Tampa,FL,33602,27.9434725,-82.4475534,75,0
8850,Pinellas Park,FL,33781,27.8455499644,-82.6871817559,10,1
3241,Nashville,TN,37211,36.1172792,-86.7479371,28,1
8945,Edmonton,AB,T5H 2B2,53.5455634,-113.4784329,85,1
51974,Saint Louis,MO,63118,38.600545081,-90.2428026925,511,1
26291,New Port Richey,FL,34652,28.2503256,-82.7189637,48,0
153,Tampa,FL,33617,28.0536294,-82.4044188,10,0
31722,Glen Mills,PA,19342,39.947104,-75.5056956,59,1
18323,Feasterville-Trevose,PA,19053,40.1444485,-75.0046372,21,1
41165,East Norriton,PA,19401,40.14513,-75.3197417,12,1
899,Bellmawr,NJ,08031,39.8683725,-75.0908092,19,0
36334,Nashville,TN,37212,36.1484151189,-86.7973657,170,0
13661,Collingswood,NJ,08108,39.9202625,-75.0803467,56,1
12815,Trenton,NJ,08611,40.2067308,-74.7648404,56,0
7885,New Orleans,LA,70115,29.9262276725,-90.0829709888,36,1
32746,New Port Richey,FL,34652,28.2617567,-82.728309,21,0
17862,West Chester,PA,19380,39.990747191,-75.6157753989,5,1
48181,Pennsauken,NJ,08109,39.9531063,-75.0264547,31,1
14160,Trenton,NJ,08629,40.2138121,-74.7332477,5,1
41593,Alton,IL,62002,38.8959999433,-90.1861078053,13,1
76,Clearwater,FL,33755,27.9657471097,-82.7989008,6,1
19337,Reno,NV,89523,39.524691,-119.889603,9,0
41233,Indianapolis,IN,46202,39.781109,-86.17502,121,0
36667,New Port Richey,FL,34654,28.2732234874,-82.6272179039,53,0
462,Nashville,TN,37212,36.1436547,-86.8135218,120,1
22559,Saint Pete Beach,FL,33706,27.737263,-82.748567,25,1
3694,Thorndale,PA,19372,39.9943862599,-75.7580670837,75,1
8099,Exton,PA,19341,40.061948,-75.68458,60,0
20700,Saint Petersburg,FL,33712,27.7517551,-82.6754915,23,1
11622,Reno,NV,89502,39.5042081,-119.7827681,454,1
51755,Saint Louis,MO,63108,38.6471536,-90.2746044,304,1
30500,Drexel Hill,PA,19026,39.9587717914,-75.2883036611,15,1
33575,Ardmore,PA,19003,40.0078874,-75.2877251,34,1
5009,Tucson,AZ,85745,32.2495357,-111.0121831,26,1
6340,Sicklerville,NJ,08081,39.7654279,-74.9983378,16,1
42003,Riverview,FL,33578,27.8547064637,-82.3291953653,73,0
7439,Philadelphia,PA,19106,39.949773,-75.148073,38,1
28640,Zephyrhills,FL,33542,28.2424282117,-82.1874526831,72,1
25133,Goleta,CA,93117,34.4419309,-119.82864,73,0
34416,Philadelphia,PA,19106,39.94888,-75.153243,7,0
21931,Troy,IL,62294,38.7335081054,-89.9099983103,7,1
30427,Wilmington,DE,19803,39.80155,-75.50462,75,1
13376,Nashville,TN,37201,36.1666667,-86.7833333,19,1
5536,Wyndmoor,PA,19038,40.0832327,-75.1877111,36,0
29684,Tucson,AZ,85705,32.2443681,-110.9714352,5,0
36100,Indianapolis,IN,46268,39.906864,-86.218316,33,1
21266,Philadelphia,PA,19103,39.9511145,-75.17157,226,1
47218,Upper Darby,PA,19082,39.9524392,-75.2556538,22,1
28073,Indianapolis,IN,46254,39.8239354,-86.2421025,7,0
26231,Santa Barbara,CA,93105,34.4265297,-119.7344374,140,1
23250,New Orleans,LA,70112,29.9499676853,-90.0740530133,944,1
26965,Reno,NV,89511,39.4530039,-119.7793147,173,1
6383,Nashville,TN,37215,36.1085807032,-86.8132267137,143,1
50298,New Orleans,LA,70130,29.9552929,-90.0665475,270,0
45327,Indianapolis,IN,46268,39.9066204338,-86.218103778,77,0
11852,Columbus,NJ,08022,40.07187,-74.744382,22,1
19647,Langhorne,PA,19047,40.1820440417,-74.8771259055,69,0
21401,Sparks,NV,89431,39.5206434,-119.7407568,31,0
14821,Tucson,AZ,85719,32.2659165116,-110.9434905341,13,1
31020,Nashville,TN,37212,36.1430062,-86.7923326,34,1
46166,Reno,NV,89512,39.5467781695,-119.7995127669,28,1
25075,Doylestown,PA,18902,40.332386,-75.130364,27,1
35950,Philadelphia,PA,19153,39.87753,-75.243254,31,0
34243,Philadelphia,PA,19112,39.8902069,-75.1772925,62,0
45305,Port Richey,FL,34668,28.270352,-82.725628,99,1
39870,Bryn Mawr,PA,19010,40.0181297525,-75.3119255498,125,0
26255,Philadelphia,PA,19131,40.0030401,-75.2218196,27,0
17783,Plant City,FL,33566,27.985918,-82.122176,25,1
8029,Nashville,TN,37215,36.1085386,-86.8163126,15,0
12694,Jenkintown,PA,19046,40.0947835,-75.1258737,57,0
49875,Spring Hill,FL,34609,28.49213,-82.5413231,56,1
32216,New Orleans,LA,70130,29.9351131,-90.079757,74,1
20982,Tucson,AZ,85713,32.1853578,-110.968593,31,1
30536,Philadelphia,PA,19139,39.9534452,-75.2187574,10,1
28644,Metairie,LA,70001,29.9766338,-90.1648502,43,1
26125,Media,PA,19063,39.917967,-75.3905379,366,1
37161,New Castle,DE,19720,39.659992,-75.6154782,9,0
32107,Nashville,TN,37209,36.1514202,-86.8515064,126,0
10963,Marrero,LA,70072,29.8745622,-90.0937123,23,1
4389,Saint Petersburg,FL,33710,27.790721,-82.734825,25,0
4097,Philadelphia,PA,19102,39.9472570078,-75.164857377,110,0
41098,Greenwood,IN,46143,39.6151192148,-86.0772554914,30,1
36950,Rosemont,PA,19010,40.026275,-75.3287248,18,0
43975,Tucson,AZ,85716,32.2364606297,-110.9343177,34,1
18173,Downingtown,PA,19335,40.0068248326,-75.7010366837,167,1
43319,Edmonton,AB,T5H 3B5,53.5512505,-113.5078506,20,1
37491,Pemberton,NJ,08068,39.9773816,-74.6802499,18,1
26870,Tampa,FL,33607,27.98089,-82.534725,40,1
2877,St. Louis,MO,63103,38.63223,-90.1994841,11,1
43350,Indianapolis,IN,46220,39.8814785,-86.0672509,11,1
41405,Brandon,FL,33511,27.9248109088,-82.2943662968,184,1
51512,Philadelphia,PA,19123,39.9702412,-75.151779,70,1
29316,Saint Petersburg,FL,33704,27.7909036,-82.6382366,40,0
38346,Reno,NV,89502,39.513592,-119.787455,5,1
18938,Kenner,LA,70062,29.9816226044,-90.2560399206,5,0
3848,St. Petersburg,FL,33701,27.7543071294,-82.6386860758,157,0
46915,Tucson,AZ,85750,32.2738958,-110.8730254,7,0
14845,Wood River,IL,62095,38.8663796,-90.0847152,6,1
2752,Philadelphia,PA,19104,39.95528,-75.18251,162,0
23741,Kenner,LA,70062,30.0059193,-90.2363156,122,1
43921,Oldsmar,FL,34677,28.0493674863,-82.6980855779,356,1
46673,Levittown,PA,19056,40.165589,-74.875984,25,1
35664,Meridian,ID,83642,43.6179701717,-116.3918067591,10,1
31104,Yardley,PA,19067,40.221037,-74.873012,57,1
50627,Antioch,TN,37013,36.0477667,-86.6517244,14,1
40673,Nashville,TN,37212,36.1305868213,-86.8022980158,155,1
26932,Quakertown,PA,18951,40.441047,-75.3376045,161,1
42893,Philadelphia,PA,19107,39.9509148952,-75.1595963538,92,1
38820,Tucson,AZ,85718,32.2726901,-110.8742706356,17,1
52178,Clearwater,FL,33756,27.9508856,-82.7995667,21,1
23132,New Orleans,LA,70115,29.924836,-90.107078,37,0
29201,Maryland Heights,MO,63043,38.714523,-90.430122,24,1
52249,Nashville,TN,37210,36.1535818154,-86.721293,6,1
